date,title,url,domain,language,neg,neu,pos,compound,ticker
20230228T133000Z,Rare Diseases Need Not Be Neglected Anymore,https://www.biospectrumindia.com/features/73/22713/rare-diseases-need-not-be-neglected-anymore-.html,biospectrumindia.com,English,0.0,0.684,0.316,0.4168,ASC
20230228T123000Z,Is 90s fashion taking over from Y2K ? These trends look like it is,https://www.her.ie/style/90s-fashion-taking-y2k-trends-look-like-575696,her.ie,English,0.0,0.828,0.172,0.3612,ASC
20230228T120000Z,FTSE 350 firms reach women on boards target three years early,https://www.personneltoday.com/hr/ftse-350-women-on-boards-2023/,personneltoday.com,English,0.0,0.901,0.099,0.0258,ASC
20230228T104500Z,ASOS AND CAPITAL ONE united kingdom ANNOUNCE NEW CREDIT CARD PARTNERSHIP,https://www.tmcnet.com/usubmit/2023/02/28/9767438.htm,tmcnet.com,English,0.0,0.595,0.405,0.7297,ASC
20230228T103000Z,ASOS ; Capital One united kingdom : ASOS AND CAPITAL ONE united kingdom ANNOUNCE NEW CREDIT CARD PARTNERSHIP,https://www.finanznachrichten.de/nachrichten-2023-02/58425816-asos-capital-one-uk-asos-and-capital-one-uk-announce-new-credit-card-partnership-008.htm,finanznachrichten.de,English,0.0,0.593,0.407,0.8374,ASC
20230228T091500Z,"US B2C e - commerce market size to grow by USD 233 . 66 billion from 2022 to 2027 , Emergence of omnichannel retailing to be a key trend - Technavio",https://finance.yahoo.com/news/us-b2c-e-commerce-market-083000572.html,finance.yahoo.com,English,0.0,1.0,0.0,0.0,ASC
20230228T084500Z,"US B2C e - commerce market size to grow by USD 233 . 66 billion from 2022 to 2027 , Emergence of omnichannel retailing to be a key trend - Technavio",https://www.prnewswire.com/news-releases/us-b2c-e-commerce-market-size-to-grow-by-usd-233-66-billion-from-2022-to-2027--emergence-of-omnichannel-retailing-to-be-a-key-trend-technavio-301756633.html,prnewswire.com,English,0.0,1.0,0.0,0.0,ASC
20230228T070000Z,TodayHeadline Women In Board Roles At united kingdom Biggest Listed Firms Above 40 % For First Time,https://todayheadline.co/women-in-board-roles-at-uks-biggest-listed-firms-above-40-for-first-time-women-in-the-boardroom/,todayheadline.co,English,0.0,0.843,0.157,0.4215,ASC
20230228T004500Z,Women in board roles at united kingdom biggest listed firms above 40 % for first time | Women in the boardroom,https://www.theguardian.com/business/2023/feb/28/women-board-roles-uk-biggest-listed-firms,theguardian.com,English,0.0,0.865,0.135,0.4215,ASC
20230228T003000Z,Denali Therapeutics Reports Fourth Quarter and Full Year 2022 Financial Results and Business Highlights,https://www.tmcnet.com/usubmit/2023/02/27/9767167.htm,tmcnet.com,English,0.0,1.0,0.0,0.0,ASC
20230228T001500Z,"The 10 Best Denim Jackets to Wear for Spring 2023 : Shop Madewell , Abercrombie , PAIGE and More",https://www.etonline.com/the-best-denim-jackets-to-add-to-your-spring-wardrobe-shop-madewell-abercrombie-paige-and-more,etonline.com,English,0.0,0.781,0.219,0.6369,ASC
20230227T221500Z,Stock Market,https://markets.buffalonews.com/buffnews/article/bizwire-2023-2-27-stoke-therapeutics-to-participate-at-upcoming-march-investor-conferences,markets.buffalonews.com,English,0.0,1.0,0.0,0.0,ASC
20230227T220000Z,What to Wear on Easter 2023 - Easter Outfit Ideas for Family,https://www.womansday.com/style/fashion/a19375288/what-to-wear-easter-sunday/,womansday.com,English,0.0,1.0,0.0,0.0,ASC
20230227T220000Z,How to avoid falling victim to an online scam : Research says slow down,https://techxplore.com/news/2023-02-falling-victim-online-scam.html,techxplore.com,English,0.516,0.484,0.0,-0.8225,ASC
20230227T211500Z,"Sorry Lubbock , Windy Conditions Will Continue This Week",https://1025kiss.com/ixp/192/p/sorry-lubbock-windy-conditions-will-continue-this-week/,1025kiss.com,English,0.157,0.843,0.0,-0.0772,ASC
20230227T210000Z,Best Loafer Outfits - How to Style Loafers 2023,https://www.cosmopolitan.com/style-beauty/fashion/a42639694/loafer-outfits/,cosmopolitan.com,English,0.0,0.625,0.375,0.6369,ASC
20230227T203000Z,"The 20 Best White Sneakers for Women to Wear in Spring 2023 : Adidas , Nike , Superga and More",https://www.etonline.com/the-20-best-white-sneakers-for-women-to-wear-with-everything-this-spring-adidas-nike-superga-and,etonline.com,English,0.0,0.792,0.208,0.6369,ASC
20230227T200000Z,"Sorry Lubbock , Windy Conditions Will Continue This Week",https://kfyo.com/sorry-lubbock-windy-conditions-will-continue-this-week/,kfyo.com,English,0.157,0.843,0.0,-0.0772,ASC
20230227T194500Z,Why ABF should keep the fashion giant Primark in - house,https://www.proactiveinvestors.co.uk/companies/news/1007401/why-abf-should-keep-the-fashion-giant-primark-in-house-1007401.html,proactiveinvestors.co.uk,English,0.0,1.0,0.0,0.0,ASC
20230227T194500Z,"Sorry Lubbock , Windy Conditions Will Continue This Week",https://awesome98.com/ixp/192/p/sorry-lubbock-windy-conditions-will-continue-this-week/,awesome98.com,English,0.157,0.843,0.0,-0.0772,ASC
20230227T194500Z,"Sorry Lubbock , Windy Conditions Will Continue This Week",https://kfmx.com/ixp/192/p/sorry-lubbock-windy-conditions-will-continue-this-week/,kfmx.com,English,0.157,0.843,0.0,-0.0772,ASC
20230227T194500Z,Farfetch CFO to exit in 2023,https://www.retaildive.com/news/farfetch-cfo-exit-2023/643556/,retaildive.com,English,0.0,1.0,0.0,0.0,ASC
20230227T183000Z,"Sorry Lubbock , Windy Conditions Will Continue This Week",https://lonestar995fm.com/ixp/192/p/sorry-lubbock-windy-conditions-will-continue-this-week/,lonestar995fm.com,English,0.157,0.843,0.0,-0.0772,ASC
20230227T181500Z,Fashion experts explain how to style straight leg jeans,https://www.womanandhome.com/fashion/how-to-style-straight-leg-jeans/,womanandhome.com,English,0.0,0.808,0.192,0.2263,ASC
20230227T170000Z,Barry woman Sophie Hawkins went full glam for skiing holiday,https://www.barryanddistrictnews.co.uk/news/23349493.barry-woman-sophie-hawkins-went-full-glam-skiing-holiday/,barryanddistrictnews.co.uk,English,0.0,0.769,0.231,0.4019,ASC
20230227T170000Z,Chic Vegan Leather Bags That Bring All The Heat,https://vmagazine.com/article/chic-vegan-leather-bags-that-bring-all-the-heat/,vmagazine.com,English,0.0,0.792,0.208,0.2732,ASC
20230227T153000Z,90s health study by University of Bristol invites participants,https://www.thewestonmercury.co.uk/news/23349253.90s-health-study-university-bristol-invites-participants/,thewestonmercury.co.uk,English,0.0,1.0,0.0,0.0,ASC
20230227T153000Z,London midday : Rolls - Royce paces gains after rating upgrade,https://www.lse.co.uk/news/london-midday-rolls-royce-paces-gains-after-rating-upgrade-i3nxwosfy3ej14h.html,lse.co.uk,English,0.0,0.769,0.231,0.34,ASC
20230227T143000Z,"Camilla grandchildren  role in King Charles coronation a diss for Prince Harry , Meghan",https://www.geelongadvertiser.com.au/entertainment/celebrity/charles-move-a-blow-for-prince-harry-and-meghan-markle/news-story/c0ca699d529350f69ab9488d0d2465a6?nk=34dc808b424a9d00f89b9ca2c0fed58f-1677507418,geelongadvertiser.com.au,English,0.0,1.0,0.0,0.0,ASC
20230227T133000Z,"Camilla grandchildren  role in King Charles coronation a diss for Prince Harry , Meghan",https://www.cairnspost.com.au/entertainment/celebrity/charles-move-a-blow-for-prince-harry-and-meghan-markle/news-story/c0ca699d529350f69ab9488d0d2465a6?nk=584fde5dc1f452898eeded806e21ee20-1677503892,cairnspost.com.au,English,0.0,1.0,0.0,0.0,ASC
20230227T133000Z,"Camilla grandchildren  role in King Charles coronation a diss for Prince Harry , Meghan",https://www.townsvillebulletin.com.au/entertainment/celebrity/charles-move-a-blow-for-prince-harry-and-meghan-markle/news-story/c0ca699d529350f69ab9488d0d2465a6?nk=fb7279fd5b329f4645fe2a3e4af6c48b-1677503833,townsvillebulletin.com.au,English,0.0,1.0,0.0,0.0,ASC
20230227T121500Z,Lavish Alice to go online only after placing wholesale arm in administration . ,https://www.prolificnorth.co.uk/news/ecommerce/2023/02/lavish-alice-go-online-only-after-placing-wholesale-arm-administration,prolificnorth.co.uk,English,0.0,1.0,0.0,0.0,ASC
20230227T113000Z,"Camilla grandchildren  role in King Charles coronation a diss for Prince Harry , Meghan",https://www.cairnspost.com.au/entertainment/celebrity/charles-move-a-blow-for-prince-harry-and-meghan-markle/news-story/c0ca699d529350f69ab9488d0d2465a6?nk=11d3144e6f5a0eff2f6309add28e6307-1677496623,cairnspost.com.au,English,0.0,1.0,0.0,0.0,ASC
20230227T090000Z,Nikkei 225 forecast as Fast Retailing and Recruit stocks plunge,https://invezz.com/news/2023/02/27/nikkei-225-forecast-as-fast-retailing-and-recruit-stocks-plunge/,invezz.com,English,0.0,1.0,0.0,0.0,ASC
20230227T054500Z,"Camilla grandchildren  role in King Charles coronation a diss for Prince Harry , Meghan",https://www.geelongadvertiser.com.au/entertainment/celebrity/charles-move-a-blow-for-prince-harry-and-meghan-markle/news-story/c0ca699d529350f69ab9488d0d2465a6?nk=c42c5be05b8198b843def2d9e732e266-1677475901,geelongadvertiser.com.au,English,0.0,1.0,0.0,0.0,ASC
20230227T054500Z,"Camilla grandchildren  role in King Charles coronation a diss for Prince Harry , Meghan",https://www.cairnspost.com.au/entertainment/celebrity/charles-move-a-blow-for-prince-harry-and-meghan-markle/news-story/c0ca699d529350f69ab9488d0d2465a6?nk=d56dcd45ae30bb43705994eb0df0ba0a-1677475950,cairnspost.com.au,English,0.0,1.0,0.0,0.0,ASC
20230226T234500Z,The Cold Weather creams that REALLY work,https://www.dailymail.co.uk/femail/article-11795741/The-Cold-Weather-creams-REALLY-work.html,dailymail.co.uk,English,0.0,1.0,0.0,0.0,ASC
20230226T114500Z,Returned goods a retailer regret,https://www.arkansasonline.com/news/2023/feb/26/returned-goods-a-retailers-regret/,arkansasonline.com,English,0.483,0.517,0.0,-0.4215,ASC
20230226T013000Z,Modernize your infrastructure | Microsoft Azure,https://azure.microsoft.com/en-us/resources/modernize-your-infrastructure/?OCID=AIDcmmoumqwh7e_OLA_29096056_355384829_184878663,azure.microsoft.com,English,0.0,1.0,0.0,0.0,ASC
20230226T013000Z,On the button : Make a big statement in a skater cardigan,https://www.theguardian.com/fashion/2023/feb/25/on-the-button-make-a-big-statement-in-a-skater-cardigan,theguardian.com,English,0.0,1.0,0.0,0.0,ASC
20230226T003000Z,Modernize your infrastructure | Microsoft Azure,https://azure.microsoft.com/en-us/resources/modernize-your-infrastructure/?OCID=AIDcmmoumqwh7e_OLA_29096056_355384829_184376584,azure.microsoft.com,English,0.0,1.0,0.0,0.0,ASC
20230225T141500Z,"Best wide leg jeans 2023 : curve , petite and high rise",https://www.womanandhome.com/fashion/best-wide-leg-jeans/,womanandhome.com,English,0.0,0.682,0.318,0.6369,ASC
20230224T211500Z,FarFetch CFO to exit in 2023,https://www.cfodive.com/news/farfetch-cfo-exit-2023/643544/,cfodive.com,English,0.0,1.0,0.0,0.0,ASC
20230224T210000Z,How to avoid falling victim to an online scam -- research says slow down,https://www.northernirelandnews.com/news/273563933/how-to-avoid-falling-victim-to-an-online-scam----research-says-slow-down,northernirelandnews.com,English,0.49,0.51,0.0,-0.8225,ASC
20230224T204500Z,How To Avoid Falling Victim To An Online Scam -- Research Sa ... ,https://menafn.com/1105640645/How-To-Avoid-Falling-Victim-To-An-Online-Scam-Research-Says-Slow-Down,menafn.com,English,0.516,0.484,0.0,-0.8225,ASC
20230224T200000Z,How to avoid falling victim to an online scam -- research says slow down,https://www.massachusettssun.com/news/273563933/how-to-avoid-falling-victim-to-an-online-scam----research-says-slow-down,massachusettssun.com,English,0.49,0.51,0.0,-0.8225,ASC
20230224T194500Z,How to avoid falling victim to an online scam -- research says slow down,https://www.bignewsnetwork.com/news/273563933/how-to-avoid-falling-victim-to-an-online-scam----research-says-slow-down,bignewsnetwork.com,English,0.49,0.51,0.0,-0.8225,ASC
20230224T183000Z,BlackRock Smaller Companies Trust Plc - Portfolio Update,https://www.finanznachrichten.de/nachrichten-2023-02/58404289-blackrock-smaller-companies-trust-plc-portfolio-update-008.htm,finanznachrichten.de,English,0.0,0.645,0.355,0.5106,ASC
20230224T181500Z,Companies to be hit with new fines for greenwashing claims,https://www.irmagazine.com/regulation/companies-be-hit-new-fines-greenwashing-claims,irmagazine.com,English,0.135,0.865,0.0,-0.1027,ASC
20230224T150000Z,Singapore Travel Guide - Best Places to Visit and Eat At,https://www.elle.com/culture/travel-food/a42789483/elle-escapes-singapore/,elle.com,English,0.0,0.682,0.318,0.6369,ASC
20230224T143000Z,Money - savvy shoppers discover massive 70 % off discounts at Boohoo and ASOS  outlet  ,https://www.manchestereveningnews.co.uk/whats-on/shopping/money-savvy-shoppers-discover-massive-26320552,manchestereveningnews.co.uk,English,0.0,1.0,0.0,0.0,ASC
20230224T133000Z,London open : FTSE rises but IAG flies lower after results,https://www.lse.co.uk/news/london-open-ftse-rises-but-iag-flies-lower-after-results-n86ly2vb6ewj226.html,lse.co.uk,English,0.237,0.763,0.0,-0.4215,ASC
20230224T130000Z,"Boohoo outperforming ASOS in recent months , says broker",https://www.proactiveinvestors.co.uk/companies/news/1007238/boohoo-outperforming-asos-in-recent-months-says-broker-1007238.html,proactiveinvestors.co.uk,English,0.0,1.0,0.0,0.0,ASC
20230224T074500Z,"Bioburden Testing Market to hit US$ 2 , 786 . 4 million by 2030 | Exclusive Report by Growth Plus Reports",https://finance.yahoo.com/news/bioburden-testing-market-hit-us-070000835.html,finance.yahoo.com,English,0.0,0.773,0.227,0.4767,ASC
20230223T183000Z,London close : Stocks mixed after wave of corporate updates,https://www.lse.co.uk/news/london-close-stocks-mixed-after-wave-of-corporate-updates-e29fs40ofo9cehq.html,lse.co.uk,English,0.0,1.0,0.0,0.0,ASC
20230223T174500Z,10 - Minute Empowering Dance Workout With Sheela Awe,https://www.popsugar.com/fitness/10-minute-empowering-dance-workout-49092867,popsugar.com,English,0.0,1.0,0.0,0.0,ASC
20230223T154500Z,The 2001 Skirt - Over - Trousers Trend Is Back – But Would You Wear It Again ? ,https://graziadaily.co.uk/fashion/shopping/skirt-over-trousers-trend/,graziadaily.co.uk,English,0.0,1.0,0.0,0.0,ASC
20230223T150000Z,Wave of returns gives online retailers a new year headache,https://jewishworldreview.com/0223/online_returns.php3,jewishworldreview.com,English,0.0,1.0,0.0,0.0,ASC
20230223T144500Z,Nicole Scherzinger silver ABBA dress is everything,https://www.cosmopolitan.com/uk/fashion/celebrity/a43036859/nicole-scherzinger-silver-dress/,cosmopolitan.com,English,0.0,1.0,0.0,0.0,ASC
20230223T141500Z,Spring 2023 : Our top 11 favourite things for the season,https://www.attitude.co.uk/style/our-top-11-favourite-things-for-spring-426043/,attitude.co.uk,English,0.0,0.833,0.167,0.2023,ASC
20230223T140000Z,"London midday : FTSE stays down as Mondi , BAE fall on results",https://www.lse.co.uk/news/london-midday-ftse-stays-down-as-mondi-bae-fall-on-results-cw4dzcyngwectvc.html,lse.co.uk,English,0.0,1.0,0.0,0.0,ASC
20230223T111500Z,  Bullies called me Frizzy Lizzie at school – now my hair company is worth £10million  ,https://www.dailystar.co.uk/real-life/bullies-called-frizzy-lizzie-school-29274943,dailystar.co.uk,English,0.0,0.872,0.128,0.2263,ASC
20230223T094500Z,"London open : Stocks edge lower as Mondi , BAE results fail to impress",https://www.lse.co.uk/news/london-open-stocks-edge-lower-as-mondi-bae-results-fail-to-impress-b8cs15pdtqck31z.html,lse.co.uk,English,0.324,0.511,0.165,-0.4215,ASC
20230223T083000Z,"Warning : Power Outages , Tree Damage , Hazardous Travel In Buffalo",https://wyrk.com/ixp/11/p/winter-storm-warning-buffalo-ny/,wyrk.com,English,0.444,0.556,0.0,-0.6808,ASC
20230223T080000Z,"Warning : Power Outages , Tree Damage , Hazardous Travel In Buffalo",https://wblk.com/winter-storm-warning-buffalo-ny/,wblk.com,English,0.444,0.556,0.0,-0.6808,ASC
20230223T001500Z,50 Dresses You Need in Your Closet This Spring,https://www.gwinnettdailypost.com/arena/50-dresses-you-need-in-your-closet-this-spring/article_f4d6c7af-ee68-518b-b51f-b27c616104d0.html,gwinnettdailypost.com,English,0.0,1.0,0.0,0.0,ASC
20230222T221500Z,Running a small business in Sunderland :  The community is the best thing about what we do  ,https://www.bbc.co.uk/bbcthree/article/57fd1a98-314f-4b02-b315-db518cf1bf8d,bbc.co.uk,English,0.0,0.769,0.231,0.6369,ASC
20230222T210000Z,"INFORMA MARKETS - FASHION : Fashion , Community and Commerce Converge at the February 2023 Editions of MAGIC , PROJECT and Sourcing at MAGIC Las Vegas",https://www.finanznachrichten.de/nachrichten-2023-02/58380889-informa-markets-fashion-fashion-community-and-commerce-converge-at-the-february-2023-editions-of-magic-project-and-sourcing-at-magic-las-vegas-200.htm,finanznachrichten.de,English,0.0,1.0,0.0,0.0,ASC
20230222T210000Z,Stock Market | FinancialContent Business Page,https://markets.financialcontent.com/stocks/article/accwirecq-2023-2-22-fashion-community-and-commerce-converge-at-the-february-2023-editions-of-magic-project-and-sourcing-at-magic-las-vegas,markets.financialcontent.com,English,0.0,1.0,0.0,0.0,ASC
20230222T201500Z,"UK shoppers are choosing bricks over clicks right now , but here why it isnt the end for online retail",https://techxplore.com/news/2023-02-uk-shoppers-bricks-clicks-isnt.html,techxplore.com,English,0.0,1.0,0.0,0.0,ASC
20230222T200000Z,Modernize your infrastructure | Microsoft Azure,https://azure.microsoft.com/en-us/resources/modernize-your-infrastructure/?OCID=AIDcmmoumqwh7e_OLA_29096056_355717972_184878663,azure.microsoft.com,English,0.0,1.0,0.0,0.0,ASC
20230222T170000Z,Savvy online shoppers can save up to 70 percent on ASOS and Boohoo with website trick,https://www.mirror.co.uk/money/shopping-deals/savvy-online-shoppers-can-save-29284880,mirror.co.uk,English,0.065,0.761,0.174,0.4588,ASC
20230222T143000Z,Premium fashion reCommerce brand RESPONSIBLE partners with Sorted to streamline overseas returns,https://www.realwire.com/releases/premium-fashion-recommerce-brand-responsible-partners-with-sorted,realwire.com,English,0.0,0.784,0.216,0.4648,ASC
20230222T134500Z,Sainsbury adopts  marketplace  model with Little Mistress deal,https://www.just-style.com/news/sainsburys-adopts-marketplace-model-with-little-mistress-deal/,just-style.com,English,0.0,0.805,0.195,0.1779,ASC
20230222T120000Z,"Luxury e - tailing market is to grow at a CAGR of 8 . 44 % between 2022 and 2027 , Rise in online spending and smartphone penetration is to be a major trend",https://www.prnewswire.com/news-releases/luxury-e-tailing-market-is-to-grow-at-a-cagr-of-8-44-between-2022-and-2027--rise-in-online-spending-and-smartphone-penetration-is-to-be-a-major-trend---technavio-301751684.html,prnewswire.com,English,0.0,1.0,0.0,0.0,ASC
20230222T111500Z,Premium fashion reCommerce brand RESPONSIBLE partners with Sorted to streamline overseas returns,http://www.itnewsonline.com/Realwire/Premium-fashion-reCommerce-brand-RESPONSIBLE-partners-with-Sorted-to-streamline-overseas-returns/27287,itnewsonline.com,English,0.0,0.784,0.216,0.4648,ASC
20230222T073000Z,"Online apparel retailing market is estimated to grow by USD 220 billion between 2022 and 2027 ; Growth led by adidas AG , Alibaba Group Holding Ltd . among others",https://finance.yahoo.com/news/online-apparel-retailing-market-estimated-063000817.html,finance.yahoo.com,English,0.0,0.909,0.091,0.3818,ASC
20230222T070000Z,"Online apparel retailing market is estimated to grow by USD 220 billion between 2022 and 2027 ; Growth led by adidas AG , Alibaba Group Holding Ltd . among others",https://www.prnewswire.com/news-releases/online-apparel-retailing-market-is-estimated-to-grow-by-usd-220-billion-between-2022-and-2027-growth-led-by-adidas-ag-alibaba-group-holding-ltd-among-others---technavio-301751668.html,prnewswire.com,English,0.0,0.909,0.091,0.3818,ASC
20230222T064500Z,Graduate student : Oligotherapeutics imaging,https://www.nature.com/naturecareers/job/graduate-student-oligotherapeutics-imaging-the-university-of-british-columbia-ubc-768375,nature.com,English,0.0,1.0,0.0,0.0,ASC
20230222T061500Z,Wave of Returns Gives Online Retailers a New Year Headache,https://www.bnnbloomberg.ca/wave-of-returns-gives-online-retailers-a-new-year-headache-1.1886671,bnnbloomberg.ca,English,0.0,1.0,0.0,0.0,ASC
20230222T031500Z,"UK shoppers are choosing bricks over clicks right now , but here why it isnt the end for online retail",https://www.ibtimes.co.uk/uk-shoppers-are-choosing-bricks-over-clicks-right-now-heres-why-it-isnt-end-online-retail-1713172,ibtimes.co.uk,English,0.0,1.0,0.0,0.0,ASC
20230221T221500Z,Going on a Cruise Vacation ? Here are 6 Items to Pack,https://news.yahoo.com/going-cruise-vacation-6-items-210000885.html,news.yahoo.com,English,0.0,1.0,0.0,0.0,ASC
20230221T203000Z,Where Can You Find Great Swimwear That Will Actually Fit Big Boobs ? ,https://graziadaily.co.uk/fashion/shopping/best-swimwear-for-big-boobs/,graziadaily.co.uk,English,0.0,0.602,0.398,0.765,ASC
20230221T203000Z,35 Trench Coats That Will Be Your Everyday Outfit Saviour ( Trust Us ) ,https://graziadaily.co.uk/fashion/shopping/best-trench-coats-for-women/,graziadaily.co.uk,English,0.0,0.769,0.231,0.5106,ASC
20230221T200000Z,"UK Shoppers Are Choosing Bricks Over Clicks Right Now , But H ... ",https://menafn.com/1105611246/UK-Shoppers-Are-Choosing-Bricks-Over-Clicks-Right-Now-But-Heres-Why-It-Isnt-The-End-For-Online-Retail,menafn.com,English,0.0,1.0,0.0,0.0,ASC
20230221T184500Z,Suffolk : Martin Freeman spotted on train at Stowmarket,https://www.ipswichstar.co.uk/news/23336368.suffolk-martin-freeman-spotted-train-stowmarket/,ipswichstar.co.uk,English,0.0,0.722,0.278,0.4019,ASC
20230221T171500Z,Martin Freeman spotted filming on train to Norwich | Norwich Evening News,https://www.eveningnews24.co.uk/news/23336568.martin-freeman-spotted-filming-train-norwich/,eveningnews24.co.uk,English,0.0,0.787,0.213,0.4019,ASC
20230221T163000Z,Martin Freeman spotted filming on train to Norwich,https://www.edp24.co.uk/news/23336568.martin-freeman-spotted-filming-train-norwich/,edp24.co.uk,English,0.0,0.722,0.278,0.4019,ASC
20230221T153000Z,Love Island Samie Has Serious Style – Weve Found Out Where Her Outfits Are From,https://graziadaily.co.uk/fashion/shopping/love-island-samie-elishi/,graziadaily.co.uk,English,0.074,0.686,0.24,0.5994,ASC
20230221T151500Z,Revolution shoppers praise £10 Charlotte Tilbury  dupe  that  makes skin younger and firmer  ,https://www.dailyrecord.co.uk/lifestyle/fashion-beauty/revolution-shoppers-praise-10-charlotte-29271270,dailyrecord.co.uk,English,0.146,0.643,0.211,0.2732,ASC
20230221T143000Z,Suffolk : Martin Freeman spotted on train at Stowmarket | East Anglian Daily Times,https://www.eadt.co.uk/news/23336368.suffolk-martin-freeman-spotted-train-stowmarket/,eadt.co.uk,English,0.0,0.803,0.197,0.4019,ASC
20230221T141500Z,"Retail outlook  quite good , according to broker",https://www.proactiveinvestors.co.uk/companies/news/1006803/retail-outlook-quite-good-according-to-broker-1006803.html,proactiveinvestors.co.uk,English,0.0,0.653,0.347,0.4927,ASC
20230221T140000Z,Suffolk : Martin Freeman spotted film on train at Stowmarket,https://www.ipswichstar.co.uk/news/23336368.suffolk-martin-freeman-spotted-film-train-stowmarket/,ipswichstar.co.uk,English,0.0,0.748,0.252,0.4019,ASC
20230221T110000Z,China is mounting an economic assault on Gen Z – and it will end in disaster,https://www.telegraph.co.uk/business/2023/02/21/china-mounting-economic-assault-gen-z-will-end-disaster/,telegraph.co.uk,English,0.397,0.603,0.0,-0.836,ASC
20230221T104500Z,dpa - AFX Overview : Analyst recommendations on U . K . stocks,https://www.finanznachrichten.de/nachrichten-2023-02/58362800-dpa-afx-overview-analyst-recommendations-on-u-k-stocks-020.htm,finanznachrichten.de,English,0.0,1.0,0.0,0.0,ASC
20230221T071500Z,China is mounting an economic assault on Gen Z – and it will end in disaster,https://news.yahoo.com/china-mounting-economic-assault-gen-060000186.html,news.yahoo.com,English,0.397,0.603,0.0,-0.836,ASC
20230221T061500Z,The U . K . Terrible Performance May Create Bargains . Three Stocks to Consider . ,https://www.marketwatch.com/articles/uk-economy-stock-market-ftse-dow-asos-aston-martin-hostelworld-c7e6a6de,marketwatch.com,English,0.235,0.606,0.159,-0.25,ASC
20230221T020000Z,Bitnob Launches Virtual Dollar Card,https://punchng.com/bitnob-launches-virtual-dollar-card/,punchng.com,English,0.0,1.0,0.0,0.0,ASC
20230220T211500Z,Bitnob Launches Virtual Dollar Card,https://techcabal.com/2023/02/20/bitnob-launches-virtual-dollar-card/,techcabal.com,English,0.0,1.0,0.0,0.0,ASC
20230220T210000Z,Frasers Group launches another share repurchase scheme,https://www.thisismoney.co.uk/money/markets/article-11771815/Frasers-Group-launches-share-repurchase-scheme.html,thisismoney.co.uk,English,0.0,0.732,0.268,0.296,ASC
